severity	check	path	line	message	suggestion	snippet
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	99	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Llinos looked over at Pryce, who was still gripping his staff like his life depended on it.␠ A gesture, then, to indicate ‘I’ll tak...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	100	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “What was that?”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	101	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Why would you think the goatherd was who to bother, anyway?”␠ Llinos did not bother to wait for an answer, but stomped off towards...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	102	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ They followed into the village proper, which was a good half hour’s hike, and since they kept trying to address ‘Lulu’ Llinos did n...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	103	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Given that Llinos could not justify either biting them or punching them, the next best thing was to find Mama and proclaim, “Some s...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	104	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Mama set aside her spinning and stood, picking up her stick for balance; she came out of the house and stared past Llinos at the tw...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	105	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Llinos grinned fiercely and perched on a wall nearby to watch, so that Pryce might get properly informed of how things happened whe...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	106	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ At that time, he greeted his sibling with a murmured, “Did you peck their eyes out?”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	107	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Mama tore them up one side and down the—” Llinos paused to stare.␠ “You understood that?”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	108	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Pryce shrugged.␠ “I listen.”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	109	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Llinos laughed and tugged at his hand, dragging him back into the house.␠ After the meal, their mother gestured them to settle in a...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	110	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “No, mama.”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	111	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Pa snorted.␠ He was set up in the corner with Cynog, discussing some finer point of the vines.␠ “Not that old wives tale, Olwen.”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	112	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Am I not an old wife, Hywel?” she replied with a laugh, shifting her spinning so Llinos could, as was the habit, lean against her ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	113	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “As vain as Gwawr?”␠ Gwawr had cascades of rich black curls and deep brown skin and shining eyes and had just learned how to tilt h...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	114	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Olwen laughed again. “Gwawr’s not vain, lovely, she’s learning about a new sort of power she’s discovered. She’s not fancying herse...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	115	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Except when that mirror’s in a young fellow’s eyes,” Hywel commented from across the room.
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	116	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Llinos made a faintly disgruntled noise, but Olwen’s hand stroking hair calmed it a little.
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	117	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Are you jealous?” Mama asked gently.
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	118	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Llinos had to think about it.␠ “That’s not something I want,” was the eventual answer.␠ “I just.␠ She’s bending people around her b...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	119	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Olwen continued stroking hair.␠ “If everyone’s enjoying themselves, then there’s no harm done.␠ There will be hurt feelings, of cou...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	120	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Llinos grunted again, softly.␠ “Go on, Mama.␠ With the story about the vain man.”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	121	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “He came into the hills one summer, the story goes, and he wanted everyone to look at him.␠ Not to see about liking, like Gwawr, bu...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	122	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “The men today wanted Pryce to look them in the eyes,” Llinos murmured.
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	123	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “And we know better than that, here.␠ We have no desire to challenge the fey by staring, and the people told the man that he should...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	124	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “But he didn’t listen.”␠ It was an easy guess.
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	125	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “He did not.␠ He went on to insist that he was the most beautiful creature for miles around.”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	126	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Pryce let out a low whistle and shook his head, then flopped back onto his back on the floor, making an expansive gesture of disgus...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	127	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Exactly.␠ And people warned him again, that was not the sort of thing anyone wanted to overhear, because the fey might take notice...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	128	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “And then the fey did notice, didn’t they?”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	129	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Oh yes.␠ The man was being rude and demanding of the people, and out came someone astride an elk, with hair like starlight and clo...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	130	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Both Pryce and Llinos sucked in a breath, in unison, then looked at each other and laughed.
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	131	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “And what did that fey do but allow as how that man was very pleased with his long hair, but he wasn’t using it to do anyone any go...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	132	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Hywel asked, “So what did those strangers want?”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	133	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “They wanted to buy all the mohair, as if we don’t have need of it for our own clothes. Were they going to get us wool from Caeglas...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	134	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Where did they go?”
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	135	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Down to Nefyn, they’re too proud to take the Wanderer’s Cot.␠ Maybe they’ll find someone to trade with there.”␠ Olwen shrugged and...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	139	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Being angry at the whole entire universe and most of all oneself did not make for good friendships.␠ Llinos was even more angry tha...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	140	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ Sometimes people went to Olwen to ask what was wrong, and she just said, softly, “Llinos has a wound in her soul that we don’t know...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Celyn's Stories/Celyn's Childhood.md	141	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	␠ ␠ ␠ ␠ “Silly, isn’t it?”
